marque,modele,marque_et_modele,boite_vitesse,couleur,critair,categorie,cylindree,kilometrage,nb_places,nb_portes,nb_vitesses,puissance_fiscale,puissance_physique,carburant,annee,nb_roues_motrices,prix
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,38368,5,5,5,4,83,essence,2021,2 roues motrices,13290
citroën,berlingo,citroën berlingo,manuelle,Gris,niveau 2,familiale,1499,34424,5,5,6,7,131,diesel,2022,2 roues motrices,28990
citroën,c3,citroën c3,automatique,Gris,niveau 1,citadine,1199,64556,5,5,6,6,110,essence,2022,2 roues motrices,17990
citroën,c3,citroën c3,manuelle,Noir,niveau 1,citadine,1199,82747,5,5,6,6,110,essence,2020,2 roues motrices,13490
citroën,c3 aircross,citroën c3 aircross,automatique,Gris,niveau 2,suv-4x4,1499,86000,5,5,6,6,120,diesel,2019,2 roues motrices,14880
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,36066,5,5,5,4,83,essence,2021,2 roues motrices,13990
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,36366,5,5,5,4,83,essence,2021,2 roues motrices,13990
citroën,c4 cactus,citroën c4 cactus,manuelle,Blanc,niveau 1,berline,1199,74296,5,5,6,6,110,essence,2020,2 roues motrices,15990
citroën,c3,citroën c3,automatique,Noir,niveau 1,citadine,1199,45166,5,5,6,6,110,essence,2020,2 roues motrices,17890
ford,fiesta,ford fiesta,manuelle,Gris,niveau 1,citadine,999,73328,5,5,6,5,95,essence,2021,2 roues motrices,12990
citroën,c5 x,citroën c5 x,automatique,Bleu,niveau 1,berline,1199,4397,5,5,8,7,131,essence,2023,2 roues motrices,32790
toyota,corolla,toyota corolla,automatique,Blanc,niveau 1,break,1987,82424,5,5,0,7,153,hybride,2019,2 roues motrices,23990
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,51584,5,5,5,4,83,essence,2020,2 roues motrices,12990
citroën,c4,citroën c4,manuelle,Blanc,niveau 1,berline,1199,95804,5,5,5,6,110,essence,2016,2 roues motrices,9990
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 2,suv-4x4,1499,76612,5,5,8,6,131,diesel,2019,,23990
citroën,c4,citroën c4,manuelle,Gris,niveau 1,berline,1199,4582,5,5,6,7,131,essence,2022,2 roues motrices,23990
citroën,c3,citroën c3,manuelle,Sable,niveau 2,citadine,1499,22652,5,5,6,5,102,diesel,2022,2 roues motrices,14890
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,25999,5,5,5,4,83,essence,2020,2 roues motrices,13970
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,14568,5,5,5,4,75,essence,2022,2 roues motrices,17990
peugeot,308,peugeot 308,manuelle,Gris,niveau 2,berline,1499,60716,5,5,6,5,100,diesel,2019,2 roues motrices,17890
citroën,berlingo,citroën berlingo,manuelle,Blanc,niveau 1,familiale,1199,42934,5,5,6,6,110,essence,2019,2 roues motrices,24280
opel,crossland,opel crossland,automatique,Gris,niveau 1,suv-4x4,1199,29902,5,5,6,7,130,essence,2022,2 roues motrices,21470
citroën,c3,citroën c3,manuelle,Bleu,niveau 2,citadine,1499,40211,5,5,6,5,102,diesel,2022,2 roues motrices,14770
opel,astra,opel astra,automatique,Gris,niveau 2,berline,1498,14994,5,5,8,7,130,diesel,2023,2 roues motrices,32990
citroën,c3,citroën c3,automatique,Blanc,niveau 1,citadine,1199,52696,5,5,6,6,110,essence,2020,2 roues motrices,16770
opel,corsa,opel corsa,automatique,Blanc,niveau 0,citadine,0,17924,5,5,1,4,136,electrique,2020,2 roues motrices,20690
suzuki,sx4,suzuki sx4,automatique,Gris,niveau 1,suv-4x4,1586,112000,5,5,1,6,120,essence,2015,4 roues motrices,12790
citroën,c4,citroën c4,manuelle,Bleu,niveau 2,berline,1499,24120,7,5,6,7,130,diesel,2022,2 roues motrices,24990
ds,ds 7,ds ds 7,automatique,Noir,niveau 1,suv-4x4,1598,67133,5,5,8,13,225,essence,2018,2 roues motrices,31590
peugeot,2008,peugeot 2008,manuelle,Noir,niveau 1,suv-4x4,1199,23058,5,5,6,5,100,essence,2022,2 roues motrices,22990
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,17552,5,5,5,4,75,essence,2022,2 roues motrices,13750
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,17552,5,5,5,4,75,essence,2022,2 roues motrices,13750
ds,ds 7,ds ds 7,automatique,Blanc,niveau 2,suv-4x4,1499,23997,5,5,8,7,130,diesel,2020,2 roues motrices,33390
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1598,38941,5,5,8,10,181,hybride rechargeable,2021,2 roues motrices,30490
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,24867,5,5,5,4,75,essence,2021,2 roues motrices,15490
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,26988,5,5,5,4,82,essence,2020,2 roues motrices,13490
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 1,suv-4x4,1598,47510,5,5,8,11,200,hybride rechargeable,2020,4 roues motrices,31990
peugeot,5008,peugeot 5008,automatique,Bleu,niveau 2,suv-4x4,1499,8739,7,5,8,7,130,diesel,2022,2 roues motrices,35490
peugeot,2008,peugeot 2008,automatique,Noir,niveau 1,suv-4x4,1199,45218,5,5,6,6,130,essence,2019,2 roues motrices,16450
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 2,suv-4x4,1499,90119,5,5,6,6,110,diesel,2021,2 roues motrices,20390
citroën,c4,citroën c4,automatique,Gris,niveau 2,berline,1560,90080,5,5,6,6,120,diesel,2017,2 roues motrices,16950
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,105133,5,5,5,4,82,essence,2015,2 roues motrices,9490
ford,ka,ford ka,manuelle,Blanc,niveau 1,citadine,1242,44172,4,3,5,4,69,essence,2016,2 roues motrices,8270
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 2,suv-4x4,1499,22906,5,5,6,6,110,diesel,2022,2 roues motrices,24590
peugeot,508,peugeot 508,manuelle,Gris,niveau 2,berline,1499,36284,5,5,6,6,130,diesel,2020,2 roues motrices,21480
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 2,suv-4x4,1499,44835,5,5,5,5,102,diesel,2019,2 roues motrices,15990
peugeot,208,peugeot 208,manuelle,Blanc,niveau 2,citadine,1499,50956,5,5,6,5,100,diesel,2020,2 roues motrices,14789
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,16339,5,5,5,4,75,essence,2020,2 roues motrices,14890
peugeot,208,peugeot 208,manuelle,Bleu,niveau 1,citadine,1199,16186,5,5,6,5,100,essence,2023,2 roues motrices,20889
renault,clio,renault clio,automatique,Gris,niveau 1,citadine,1197,61276,5,5,6,6,120,essence,2017,2 roues motrices,12990
peugeot,308,peugeot 308,automatique,Gris,niveau 1,berline,1598,36474,5,5,8,8,150,hybride rechargeable,2022,2 roues motrices,33989
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,22301,5,5,5,4,82,essence,2019,2 roues motrices,12390
citroën,c3 aircross,citroën c3 aircross,manuelle,Gris,niveau 1,suv-4x4,1199,42419,5,5,5,5,82,essence,2019,2 roues motrices,14990
citroën,c3,citroën c3,automatique,Blanc,niveau 1,citadine,1199,37396,5,5,6,6,110,essence,2021,2 roues motrices,17690
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,26643,5,5,5,4,83,essence,2021,2 roues motrices,14790
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,18550,5,5,5,4,75,essence,2021,2 roues motrices,13890
peugeot,5008,peugeot 5008,manuelle,Noir,niveau 1,suv-4x4,1199,32302,7,5,6,7,130,essence,2022,2 roues motrices,29490
peugeot,2008,peugeot 2008,manuelle,Blanc,niveau 1,suv-4x4,1199,24221,5,5,6,6,110,essence,2019,2 roues motrices,18390
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,44828,5,5,5,5,110,essence,2017,2 roues motrices,14490
renault,captur,renault captur,manuelle,Gris,niveau 1,suv-4x4,1333,55423,5,5,6,8,150,essence,2018,2 roues motrices,16990
fiat,panda,fiat panda,manuelle,Blanc,niveau 1,citadine,999,11876,4,5,6,4,70,essence,2022,2 roues motrices,12390
citroën,c3 aircross,citroën c3 aircross,manuelle,Blanc,niveau 1,suv-4x4,1199,20358,5,5,6,6,110,essence,2023,2 roues motrices,21990
opel,corsa,opel corsa,manuelle,Bleu,niveau 1,citadine,1398,68301,5,3,5,5,90,essence,2018,2 roues motrices,11750
peugeot,308,peugeot 308,manuelle,Blanc,niveau 1,berline,1199,82132,5,5,6,5,110,essence,2019,2 roues motrices,14790
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,61719,5,5,5,4,82,essence,2017,2 roues motrices,12980
citroën,c3,citroën c3,manuelle,Noir,niveau 1,citadine,1199,39811,5,5,5,4,82,essence,2019,2 roues motrices,13790
citroën,c3 aircross,citroën c3 aircross,manuelle,Gris,niveau 1,suv-4x4,1199,15526,5,5,6,6,110,essence,2023,2 roues motrices,21990
peugeot,208,peugeot 208,automatique,Jaune,niveau 1,citadine,1199,11283,5,5,8,5,100,essence,2021,2 roues motrices,19990
peugeot,5008,peugeot 5008,manuelle,Gris,niveau 1,suv-4x4,1199,12865,7,5,6,7,130,essence,2022,2 roues motrices,32490
bmw,serie 1,bmw serie 1,manuelle,Noir,niveau 1,berline,1598,90852,5,5,6,10,177,essence,2015,2 roues motrices,16490
citroën,c4,citroën c4,automatique,Gris,niveau 0,berline,0,21764,5,5,1,4,136,electrique,2022,2 roues motrices,27990
citroën,c5 x,citroën c5 x,automatique,Gris,niveau 1,berline,1598,26193,5,5,8,10,181,hybride rechargeable,2022,2 roues motrices,37980
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,58293,5,5,5,4,82,essence,2018,2 roues motrices,12390
peugeot,208,peugeot 208,automatique,Jaune,niveau 0,citadine,0,61853,5,5,1,4,136,electrique,2020,2 roues motrices,20490
citroën,c3,citroën c3,manuelle,Gris,niveau 2,citadine,1499,30331,5,5,6,5,102,diesel,2022,2 roues motrices,15890
peugeot,3008,peugeot 3008,automatique,Blanc,niveau 2,suv-4x4,1499,85202,5,5,8,7,130,diesel,2021,2 roues motrices,27990
citroën,c3,citroën c3,manuelle,Vert,niveau 2,citadine,1499,57275,5,5,5,5,102,diesel,2020,2 roues motrices,12790
peugeot,2008,peugeot 2008,manuelle,Noir,niveau 1,suv-4x4,1199,32374,5,5,6,7,130,essence,2020,2 roues motrices,23490
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,21125,5,5,5,4,83,essence,2022,2 roues motrices,18590
peugeot,3008,peugeot 3008,manuelle,Noir,niveau 1,suv-4x4,1199,68799,5,5,6,7,130,essence,2017,2 roues motrices,20990
kia,stonic,kia stonic,manuelle,Gris,niveau 1,suv-4x4,998,62338,5,5,6,6,120,essence,2021,2 roues motrices,17950
citroën,c3,citroën c3,manuelle,Vert,niveau 1,citadine,1199,29574,5,5,5,4,82,essence,2019,2 roues motrices,13490
citroën,jumpy,citroën jumpy,automatique,Gris,niveau 2,utilitaire,1997,65207,3,4,8,7,177,diesel,2022,2 roues motrices,29990
peugeot,408,peugeot 408,automatique,Bleu,niveau 1,berline,1598,24899,5,5,8,10,180,hybride rechargeable,2022,2 roues motrices,44990
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,17552,5,5,5,4,75,essence,2022,2 roues motrices,13750
peugeot,208,peugeot 208,automatique,Jaune,niveau 0,citadine,0,50731,5,5,1,4,136,electrique,2020,2 roues motrices,21990
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,9044,5,5,5,4,75,essence,2023,2 roues motrices,18290
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,13500,5,5,5,4,75,essence,2022,2 roues motrices,17490
peugeot,208,peugeot 208,manuelle,Blanc,niveau 1,citadine,1199,10672,5,5,5,4,75,essence,2021,2 roues motrices,16580
peugeot,3008,peugeot 3008,manuelle,Noir,niveau 1,suv-4x4,1199,70506,5,5,6,7,130,essence,2018,2 roues motrices,21990
ds,ds 3,ds ds 3,manuelle,Blanc,niveau 1,citadine,1199,43994,5,3,5,5,110,essence,2016,2 roues motrices,12470
volkswagen,golf,volkswagen golf,automatique,Blanc,niveau 1,monospace,1395,107254,5,5,7,7,125,essence,2015,2 roues motrices,15490
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,53697,5,5,5,4,82,essence,2018,2 roues motrices,14290
opel,corsa,opel corsa,manuelle,Gris,niveau 1,citadine,1199,17552,5,5,5,4,75,essence,2022,2 roues motrices,13750
fiat,500,fiat 500,automatique,Blanc,niveau 1,citadine,1242,23300,4,3,5,4,69,essence,2019,2 roues motrices,15990
renault,scenic,renault scenic,manuelle,Gris,niveau 2,monospace,1598,94787,5,5,6,7,130,diesel,2016,2 roues motrices,15590
renault,clio,renault clio,manuelle,Rouge,niveau 1,citadine,898,35336,5,5,5,5,90,essence,2019,2 roues motrices,13590
ds,ds 3,ds ds 3,automatique,Bleu,niveau 1,citadine,1199,42368,5,5,8,7,130,essence,2021,2 roues motrices,28890
opel,mokka,opel mokka,manuelle,Rouge,niveau 1,suv-4x4,1199,21862,5,5,6,5,100,essence,2022,2 roues motrices,21490
opel,corsa,opel corsa,manuelle,Noir,niveau 1,citadine,1199,9137,5,5,6,5,100,essence,2022,2 roues motrices,17990
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,23924,5,5,5,4,82,essence,2019,2 roues motrices,13790
peugeot,208,peugeot 208,manuelle,Rouge,niveau 1,citadine,1199,19600,5,5,5,4,75,essence,2022,2 roues motrices,18990
peugeot,3008,peugeot 3008,manuelle,Blanc,niveau 1,suv-4x4,1199,70570,5,5,6,7,130,essence,2018,2 roues motrices,20690
peugeot,208,peugeot 208,manuelle,Gris,niveau 1,citadine,1199,13000,5,5,5,4,75,essence,2022,2 roues motrices,18990
peugeot,208,peugeot 208,automatique,Blanc,niveau 1,citadine,1199,35631,5,5,8,5,100,essence,2020,2 roues motrices,20290
peugeot,308,peugeot 308,manuelle,Gris,niveau 1,berline,1199,22132,5,5,6,6,110,essence,2022,2 roues motrices,22990
renault,captur,renault captur,manuelle,Gris,niveau 2,suv-4x4,1461,42948,5,5,5,5,90,diesel,2019,2 roues motrices,14790
peugeot,208,peugeot 208,manuelle,Blanc,niveau 2,citadine,1499,18616,5,5,6,5,100,diesel,2021,2 roues motrices,21990
volkswagen,golf,volkswagen golf,manuelle,Gris,niveau 1,berline,1498,87300,5,5,6,6,130,essence,2019,2 roues motrices,18990
renault,megane,renault megane,manuelle,Rouge,niveau 2,berline,1461,94318,5,5,6,5,110,diesel,2017,2 roues motrices,13990
citroën,c3,citroën c3,manuelle,Gris,niveau 2,citadine,1499,78254,5,5,6,5,102,diesel,2021,2 roues motrices,12270
citroën,c3,citroën c3,manuelle,Sable,niveau 2,citadine,1499,61191,5,5,6,5,102,diesel,2022,2 roues motrices,13670
opel,corsa,opel corsa,automatique,Blanc,niveau 0,citadine,0,79481,5,5,1,4,136,electrique,2021,2 roues motrices,19490
fiat,500l,fiat 500l,manuelle,Gris,niveau 1,monospace,95,25708,5,5,6,6,95,essence,2019,,15990
ds,ds 7,ds ds 7,automatique,Noir,niveau 1,suv-4x4,1598,52679,5,5,8,11,200,hybride rechargeable,2021,4 roues motrices,45890
peugeot,208,peugeot 208,manuelle,Noir,niveau 1,citadine,1199,12,5,5,6,5,100,essence,2023,2 roues motrices,21199
audi,q5,audi q5,automatique,Gris,niveau 2,suv-4x4,1968,73628,5,5,7,9,163,diesel,2018,4 roues motrices,31690
peugeot,2008,peugeot 2008,manuelle,Orange,niveau 1,suv-4x4,1199,18156,5,5,6,5,102,essence,2022,2 roues motrices,22900
peugeot,108,peugeot 108,manuelle,Rouge,niveau 1,citadine,998,23741,4,5,5,3,72,essence,2020,2 roues motrices,12490
peugeot,2008,peugeot 2008,manuelle,Orange,niveau 1,suv-4x4,1199,17593,5,5,6,5,102,essence,2021,2 roues motrices,19580
peugeot,308,peugeot 308,automatique,Gris,niveau 1,berline,1598,3262,5,5,8,8,150,hybride rechargeable,2023,2 roues motrices,34978
dacia,spring,dacia spring,automatique,Gris,niveau 0,citadine,0,12406,4,5,0,2,45,electrique,2021,2 roues motrices,13180
peugeot,3008,peugeot 3008,automatique,Noir,niveau 1,suv-4x4,1598,34543,5,5,8,11,200,hybride rechargeable,2021,4 roues motrices,34980
peugeot,expert,peugeot expert,automatique,Gris,niveau 0,utilitaire,0,76,3,4,0,9,136,electrique,2022,2 roues motrices,47980
peugeot,3008,peugeot 3008,automatique,Bleu,niveau 2,suv-4x4,1499,24735,5,5,8,7,131,diesel,2022,2 roues motrices,31980
citroën,c5 aircross,citroën c5 aircross,automatique,Blanc,niveau 1,suv-4x4,1199,46000,5,5,8,7,131,essence,2021,2 roues motrices,24488
citroën,c3 aircross,citroën c3 aircross,manuelle,Rouge,niveau 1,suv-4x4,1199,73910,5,5,6,5,110,essence,2019,2 roues motrices,12990
renault,clio,renault clio,manuelle,Gris,niveau 1,citadine,999,23866,5,5,6,5,91,essence,2021,2 roues motrices,16790
citroën,c4 spacetourer,citroën c4 spacetourer,manuelle,Blanc,niveau 2,monospace,1560,104507,5,5,6,6,120,diesel,2018,2 roues motrices,13990
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,43800,5,5,5,4,83,essence,2020,2 roues motrices,13812
citroën,c3 aircross,citroën c3 aircross,automatique,Blanc,niveau 2,suv-4x4,1499,60600,5,5,6,6,120,diesel,2020,2 roues motrices,18422
citroën,c3,citroën c3,manuelle,Blanc,niveau 1,citadine,1199,37700,5,5,5,4,83,essence,2020,2 roues motrices,13426
citroën,c3 aircross,citroën c3 aircross,manuelle,Blanc,niveau 1,suv-4x4,1199,39352,5,5,6,5,110,essence,2019,2 roues motrices,16790
opel,corsa,opel corsa,manuelle,Orange,niveau 1,citadine,1199,17435,5,5,5,4,75,essence,2020,2 roues motrices,14280
renault,scenic,renault scenic,manuelle,Noir,niveau 1,monospace,1198,66595,5,5,6,7,130,essence,2017,2 roues motrices,16680
citroën,c3,citroën c3,automatique,Blanc,niveau 1,citadine,1199,64925,5,5,6,6,110,essence,2020,2 roues motrices,15590
fiat,ducato,fiat ducato,manuelle,Blanc,niveau 2,utilitaire,2184,4,3,4,6,7,141,diesel,2023,2 roues motrices,35480
peugeot,3008,peugeot 3008,manuelle,Gris,niveau 2,suv-4x4,1499,33967,5,5,6,7,131,diesel,2021,2 roues motrices,24990
audi,a6,audi a6,automatique,Gris,niveau 2,berline,1968,158434,5,4,7,10,190,diesel,2018,2 roues motrices,19990
citroën,c5 x,citroën c5 x,automatique,Gris,niveau 1,berline,1598,37,5,5,8,10,180,hybride rechargeable,2023,2 roues motrices,49670
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1598,7245,5,5,8,10,180,hybride rechargeable,2023,2 roues motrices,47200
ds,ds 3,ds ds 3,automatique,Rouge,niveau 0,citadine,0,10,5,5,1,4,136,electrique,2023,2 roues motrices,47200
ds,ds 7,ds ds 7,automatique,Noir,niveau 1,suv-4x4,1598,2370,5,5,8,10,180,hybride rechargeable,2023,2 roues motrices,57100
peugeot,5008,peugeot 5008,automatique,Blanc,niveau 1,suv-4x4,1199,4594,7,5,8,7,130,essence,2023,2 roues motrices,39450
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1199,3165,5,5,8,7,131,essence,2023,2 roues motrices,35500
citroën,c4 x,citroën c4 x,automatique,Gris,niveau 1,berline,1199,3023,5,4,8,7,131,essence,2023,2 roues motrices,31850
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1199,3330,5,5,8,7,131,essence,2023,2 roues motrices,35350
peugeot,508,peugeot 508,automatique,Gris,niveau 1,berline,1598,2502,5,5,8,10,180,hybride rechargeable,2023,2 roues motrices,50250
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,10940,5,5,6,6,110,essence,2022,2 roues motrices,19950
peugeot,5008,peugeot 5008,automatique,Gris,niveau 2,suv-4x4,1499,3605,7,5,8,7,130,diesel,2023,2 roues motrices,41050
peugeot,5008,peugeot 5008,automatique,Bleu,niveau 1,suv-4x4,1199,2215,7,5,8,7,130,essence,2023,2 roues motrices,39800
peugeot,5008,peugeot 5008,automatique,Gris,niveau 1,suv-4x4,1199,2322,7,5,8,7,130,essence,2023,2 roues motrices,39800
peugeot,3008,peugeot 3008,automatique,Gris,niveau 1,suv-4x4,1199,4058,5,5,8,7,130,essence,2023,2 roues motrices,35300
peugeot,508,peugeot 508,automatique,Gris,niveau 1,berline,1598,3634,5,5,8,10,180,hybride rechargeable,2023,2 roues motrices,46862
citroën,c3 aircross,citroën c3 aircross,manuelle,Gris,niveau 2,suv-4x4,1499,5934,5,5,6,6,110,diesel,2023,2 roues motrices,23500
peugeot,5008,peugeot 5008,automatique,Gris,niveau 2,suv-4x4,1499,3276,7,5,8,7,130,diesel,2023,2 roues motrices,41150
peugeot,5008,peugeot 5008,automatique,Gris,niveau 2,suv-4x4,1499,3335,7,5,8,7,130,diesel,2023,2 roues motrices,41400
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,12676,5,5,6,6,110,essence,2022,2 roues motrices,19850
peugeot,508,peugeot 508,automatique,Noir,niveau 1,berline,1598,3736,5,5,8,10,180,hybride rechargeable,2023,2 roues motrices,49750
citroën,c3,citroën c3,manuelle,Noir,niveau 1,citadine,1199,20658,5,5,6,6,110,essence,2022,2 roues motrices,17793
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,19079,5,5,6,6,110,essence,2022,2 roues motrices,18800
peugeot,5008,peugeot 5008,automatique,Gris,niveau 2,suv-4x4,1499,3298,7,5,8,7,130,diesel,2023,2 roues motrices,41400
peugeot,5008,peugeot 5008,automatique,Brun,niveau 1,suv-4x4,1199,3345,7,5,8,7,130,essence,2023,2 roues motrices,39650
citroën,c5 aircross,citroën c5 aircross,automatique,Bleu,niveau 1,suv-4x4,1598,10859,5,5,8,8,150,hybride rechargeable,2023,2 roues motrices,45200
citroën,c5 aircross,citroën c5 aircross,automatique,Gris,niveau 1,suv-4x4,1199,4188,5,5,8,7,131,essence,2023,2 roues motrices,34100
peugeot,2008,peugeot 2008,manuelle,Noir,niveau 2,suv-4x4,1499,15900,5,5,6,6,110,diesel,2022,2 roues motrices,23990
citroën,c3,citroën c3,manuelle,Gris,niveau 1,citadine,1199,15724,5,5,6,6,110,essence,2022,2 roues motrices,19500
peugeot,308,peugeot 308,manuelle,Gris,niveau 2,berline,1499,16634,5,5,6,7,130,diesel,2022,2 roues motrices,28290
peugeot,2008,peugeot 2008,manuelle,Gris,niveau 1,suv-4x4,1199,19818,5,5,6,7,130,essence,2022,2 roues motrices,23990
peugeot,5008,peugeot 5008,automatique,Gris,niveau 1,suv-4x4,1199,3270,7,5,8,7,130,essence,2023,2 roues motrices,39800
peugeot,308,peugeot 308,automatique,Gris,niveau 1,berline,1598,5274,5,5,8,8,150,hybride rechargeable,2023,2 roues motrices,40100
peugeot,2008,peugeot 2008,manuelle,Bleu,niveau 1,suv-4x4,1199,13298,5,5,6,7,130,essence,2020,2 roues motrices,23990
peugeot,208,peugeot 208,automatique,Jaune,niveau 1,citadine,1199,44000,5,5,8,6,130,essence,2019,2 roues motrices,21780
peugeot,208,peugeot 208,automatique,Bleu,niveau 1,citadine,1199,20736,5,5,8,7,130,essence,2020,2 roues motrices,22470
peugeot,2008,peugeot 2008,automatique,Rouge,niveau 0,suv-4x4,0,14389,5,5,1,4,136,electrique,2020,2 roues motrices,25990
dacia,sandero,dacia sandero,manuelle,Gris,niveau 1,citadine,898,35528,5,5,5,5,90,essence,2020,2 roues motrices,13290
peugeot,2008,peugeot 2008,automatique,Blanc,niveau 1,suv-4x4,1199,26670,5,5,8,7,130,essence,2020,2 roues motrices,25990
